"ar","lengd","sum_fjoldi","cum","max(cum)","percent_per_year"
1985,19,1,1,4368,0.000228937728937729
1985,25,9,10,4368,0.00206043956043956
1985,26,5,15,4368,0.00114468864468864
1985,27,32,47,4368,0.00732600732600733
1985,28,39,86,4368,0.00892857142857143
1985,29,55,141,4368,0.0125915750915751
1985,30,90,231,4368,0.0206043956043956
1985,31,113,344,4368,0.0258699633699634
1985,32,196,540,4368,0.0448717948717949
1985,33,212,752,4368,0.0485347985347985
1985,34,311,1063,4368,0.0711996336996337
1985,35,347,1410,4368,0.0794413919413919
1985,36,376,1786,4368,0.0860805860805861
1985,37,424,2210,4368,0.0970695970695971
1985,38,407,2617,4368,0.0931776556776557
1985,39,344,2961,4368,0.0787545787545788
1985,40,298,3259,4368,0.0682234432234432
1985,41,242,3501,4368,0.0554029304029304
1985,42,210,3711,4368,0.0480769230769231
1985,43,144,3855,4368,0.032967032967033
1985,44,131,3986,4368,0.0299908424908425
1985,45,111,4097,4368,0.0254120879120879
1985,46,71,4168,4368,0.0162545787545788
1985,47,52,4220,4368,0.0119047619047619
1985,48,41,4261,4368,0.00938644688644689
1985,49,34,4295,4368,0.00778388278388278
1985,50,25,4320,4368,0.00572344322344322
1985,51,14,4334,4368,0.00320512820512821
1985,52,11,4345,4368,0.00251831501831502
1985,53,9,4354,4368,0.00206043956043956
1985,54,5,4359,4368,0.00114468864468864
1985,55,5,4364,4368,0.00114468864468864
1985,56,2,4366,4368,0.000457875457875458
1985,57,1,4367,4368,0.000228937728937729
1985,58,1,4368,4368,0.000228937728937729
1986,20,1,1,3657,0.000273448181569593
1986,24,1,2,3657,0.000273448181569593
1986,25,4,6,3657,0.00109379272627837
1986,26,6,12,3657,0.00164068908941756
1986,27,6,18,3657,0.00164068908941756
1986,28,19,37,3657,0.00519551544982226
1986,29,52,89,3657,0.0142193054416188
1986,30,100,189,3657,0.0273448181569593
1986,31,142,331,3657,0.0388296417828821
1986,32,163,494,3657,0.0445720535958436
1986,33,240,734,3657,0.0656275635767022
1986,34,251,985,3657,0.0686354935739677
1986,35,282,1267,3657,0.0771123872026251
1986,36,282,1549,3657,0.0771123872026251
1986,37,292,1841,3657,0.079846869018321
1986,38,328,2169,3657,0.0896910035548264
1986,39,302,2471,3657,0.082581350834017
1986,40,264,2735,3657,0.0721903199343724
1986,41,197,2932,3657,0.0538692917692097
1986,42,157,3089,3657,0.042931364506426
1986,43,127,3216,3657,0.0347279190593383
1986,44,99,3315,3657,0.0270713699753897
1986,45,89,3404,3657,0.0243368881596937
1986,46,53,3457,3657,0.0144927536231884
1986,47,44,3501,3657,0.0120317199890621
1986,48,38,3539,3657,0.0103910308996445
1986,49,37,3576,3657,0.0101175827180749
1986,50,16,3592,3657,0.00437517090511348
1986,51,24,3616,3657,0.00656275635767022
1986,52,20,3636,3657,0.00546896363139185
1986,53,9,3645,3657,0.00246103363412633
1986,54,6,3651,3657,0.00164068908941756
1986,55,4,3655,3657,0.00109379272627837
1986,56,1,3656,3657,0.000273448181569593
1986,57,1,3657,3657,0.000273448181569593
1987,20,1,1,2279,0.000438788942518649
1987,21,1,2,2279,0.000438788942518649
1987,22,1,3,2279,0.000438788942518649
1987,23,2,5,2279,0.000877577885037297
1987,24,6,11,2279,0.00263273365511189
1987,25,5,16,2279,0.00219394471259324
1987,26,14,30,2279,0.00614304519526108
1987,27,19,49,2279,0.00833698990785432
1987,28,31,80,2279,0.0136024572180781
1987,29,42,122,2279,0.0184291355857832
1987,30,84,206,2279,0.0368582711715665
1987,31,104,310,2279,0.0456340500219394
1987,32,127,437,2279,0.0557261956998684
1987,33,152,589,2279,0.0666959192628346
1987,34,173,762,2279,0.0759104870557262
1987,35,171,933,2279,0.0750329091706889
1987,36,220,1153,2279,0.0965335673541027
1987,37,206,1359,2279,0.0903905221588416
1987,38,171,1530,2279,0.0750329091706889
1987,39,118,1648,2279,0.0517770952172005
1987,40,136,1784,2279,0.0596752961825362
1987,41,96,1880,2279,0.0421237384817903
1987,42,91,1971,2279,0.039929793769197
1987,43,58,2029,2279,0.0254497586660816
1987,44,66,2095,2279,0.0289600702062308
1987,45,44,2139,2279,0.0193067134708205
1987,46,26,2165,2279,0.0114085125054849
1987,47,25,2190,2279,0.0109697235629662
1987,48,22,2212,2279,0.00965335673541027
1987,49,14,2226,2279,0.00614304519526108
1987,50,15,2241,2279,0.00658183413777973
1987,51,10,2251,2279,0.00438788942518649
1987,52,6,2257,2279,0.00263273365511189
1987,53,6,2263,2279,0.00263273365511189
1987,54,3,2266,2279,0.00131636682755595
1987,55,5,2271,2279,0.00219394471259324
1987,56,3,2274,2279,0.00131636682755595
1987,57,4,2278,2279,0.00175515577007459
1987,58,1,2279,2279,0.000438788942518649
1988,23,2,2,2884,0.000693481276005548
1988,24,7,9,2884,0.00242718446601942
1988,25,7,16,2884,0.00242718446601942
1988,26,19,35,2884,0.0065880721220527
1988,27,22,57,2884,0.00762829403606103
1988,28,27,84,2884,0.0093619972260749
1988,29,64,148,2884,0.0221914008321775
1988,30,79,227,2884,0.0273925104022191
1988,31,82,309,2884,0.0284327323162275
1988,32,121,430,2884,0.0419556171983356
1988,33,139,569,2884,0.0481969486823856
1988,34,203,772,2884,0.0703883495145631
1988,35,215,987,2884,0.0745492371705964
1988,36,239,1226,2884,0.082871012482663
1988,37,254,1480,2884,0.0880721220527046
1988,38,221,1701,2884,0.076629680998613
1988,39,256,1957,2884,0.0887656033287101
1988,40,197,2154,2884,0.0683079056865465
1988,41,146,2300,2884,0.050624133148405
1988,42,107,2407,2884,0.0371012482662968
1988,43,87,2494,2884,0.0301664355062413
1988,44,74,2568,2884,0.0256588072122053
1988,45,61,2629,2884,0.0211511789181692
1988,46,49,2678,2884,0.0169902912621359
1988,47,33,2711,2884,0.0114424410540915
1988,48,32,2743,2884,0.0110957004160888
1988,49,41,2784,2884,0.0142163661581137
1988,50,37,2821,2884,0.0128294036061026
1988,51,23,2844,2884,0.0079750346740638
1988,52,12,2856,2884,0.00416088765603329
1988,53,9,2865,2884,0.00312066574202497
1988,54,7,2872,2884,0.00242718446601942
1988,55,4,2876,2884,0.0013869625520111
1988,56,3,2879,2884,0.00104022191400832
1988,57,3,2882,2884,0.00104022191400832
1988,58,2,2884,2884,0.000693481276005548
1989,20,2,2,4142,0.000482858522452921
1989,21,1,3,4142,0.000241429261226461
1989,23,3,6,4142,0.000724287783679382
1989,24,4,10,4142,0.000965717044905843
1989,25,10,20,4142,0.00241429261226461
1989,26,22,42,4142,0.00531144374698213
1989,27,25,67,4142,0.00603573153066152
1989,28,40,107,4142,0.00965717044905843
1989,29,91,198,4142,0.0219700627716079
1989,30,125,323,4142,0.0301786576533076
1989,31,153,476,4142,0.0369386769676485
1989,32,171,647,4142,0.0412844036697248
1989,33,245,892,4142,0.0591501690004829
1989,34,307,1199,4142,0.0741187831965234
1989,35,335,1534,4142,0.0808788025108643
1989,36,332,1866,4142,0.0801545147271849
1989,37,343,2209,4142,0.082810236600676
1989,38,317,2526,4142,0.076533075808788
1989,39,310,2836,4142,0.0748430709802028
1989,40,292,3128,4142,0.0704973442781265
1989,41,244,3372,4142,0.0589087397392564
1989,42,183,3555,4142,0.0441815548044423
1989,43,154,3709,4142,0.0371801062288749
1989,44,122,3831,4142,0.0294543698696282
1989,45,87,3918,4142,0.0210043457267021
1989,46,62,3980,4142,0.0149686141960406
1989,47,57,4037,4142,0.0137614678899083
1989,48,43,4080,4142,0.0103814582327378
1989,49,17,4097,4142,0.00410429744084983
1989,50,21,4118,4142,0.00507001448575567
1989,51,9,4127,4142,0.00217286335103815
1989,52,3,4130,4142,0.000724287783679382
1989,53,6,4136,4142,0.00144857556735876
1989,54,3,4139,4142,0.000724287783679382
1989,55,1,4140,4142,0.000241429261226461
1989,56,2,4142,4142,0.000482858522452921
1990,17,1,1,5348,0.00018698578908003
1990,18,1,2,5348,0.00018698578908003
1990,19,2,4,5348,0.00037397157816006
1990,20,1,5,5348,0.00018698578908003
1990,21,2,7,5348,0.00037397157816006
1990,22,3,10,5348,0.00056095736724009
1990,23,6,16,5348,0.00112191473448018
1990,24,7,23,5348,0.00130890052356021
1990,25,15,38,5348,0.00280478683620045
1990,26,24,62,5348,0.00448765893792072
1990,27,58,120,5348,0.0108451757666417
1990,28,78,198,5348,0.0145848915482423
1990,29,129,327,5348,0.0241211667913239
1990,30,265,592,5348,0.0495512341062079
1990,31,296,888,5348,0.0553477935676889
1990,32,420,1308,5348,0.0785340314136126
1990,33,389,1697,5348,0.0727374719521316
1990,34,416,2113,5348,0.0777860882572924
1990,35,401,2514,5348,0.074981301421092
1990,36,378,2892,5348,0.0706806282722513
1990,37,393,3285,5348,0.0734854151084518
1990,38,338,3623,5348,0.0632011967090501
1990,39,306,3929,5348,0.0572176514584892
1990,40,341,4270,5348,0.0637621540762902
1990,41,276,4546,5348,0.0516080777860883
1990,42,173,4719,5348,0.0323485415108452
1990,43,145,4864,5348,0.0271129394166043
1990,44,126,4990,5348,0.0235602094240838
1990,45,103,5093,5348,0.0192595362752431
1990,46,76,5169,5348,0.0142109199700823
1990,47,64,5233,5348,0.0119670905011219
1990,48,44,5277,5348,0.00822737471952132
1990,49,25,5302,5348,0.00467464472700075
1990,50,17,5319,5348,0.00317875841436051
1990,51,7,5326,5348,0.00130890052356021
1990,52,6,5332,5348,0.00112191473448018
1990,53,4,5336,5348,0.00074794315632012
1990,54,4,5340,5348,0.00074794315632012
1990,55,4,5344,5348,0.00074794315632012
1990,56,2,5346,5348,0.00037397157816006
1990,57,1,5347,5348,0.00018698578908003
1990,58,1,5348,5348,0.00018698578908003
1991,25,3,3,1466,0.00204638472032742
1991,26,3,6,1466,0.00204638472032742
1991,28,2,8,1466,0.00136425648021828
1991,29,11,19,1466,0.00750341064120055
1991,30,26,45,1466,0.0177353342428377
1991,31,46,91,1466,0.0313778990450205
1991,32,57,148,1466,0.038881309686221
1991,33,100,248,1466,0.0682128240109141
1991,34,107,355,1466,0.072987721691678
1991,35,117,472,1466,0.0798090040927694
1991,36,127,599,1466,0.0866302864938608
1991,37,128,727,1466,0.08731241473397
1991,38,107,834,1466,0.072987721691678
1991,39,99,933,1466,0.0675306957708049
1991,40,103,1036,1466,0.0702592087312415
1991,41,80,1116,1466,0.0545702592087312
1991,42,62,1178,1466,0.0422919508867667
1991,43,62,1240,1466,0.0422919508867667
1991,44,47,1287,1466,0.0320600272851296
1991,45,38,1325,1466,0.0259208731241473
1991,46,29,1354,1466,0.0197817189631651
1991,47,21,1375,1466,0.014324693042292
1991,48,29,1404,1466,0.0197817189631651
1991,49,20,1424,1466,0.0136425648021828
1991,50,16,1440,1466,0.0109140518417462
1991,51,15,1455,1466,0.0102319236016371
1991,52,5,1460,1466,0.0034106412005457
1991,53,3,1463,1466,0.00204638472032742
1991,54,1,1464,1466,0.000682128240109141
1991,56,2,1466,1466,0.00136425648021828
1992,21,2,2,875,0.00228571428571429
1992,23,3,5,875,0.00342857142857143
1992,24,4,9,875,0.00457142857142857
1992,25,6,15,875,0.00685714285714286
1992,26,23,38,875,0.0262857142857143
1992,27,30,68,875,0.0342857142857143
1992,28,42,110,875,0.048
1992,29,44,154,875,0.0502857142857143
1992,30,56,210,875,0.064
1992,31,66,276,875,0.0754285714285714
1992,32,60,336,875,0.0685714285714286
1992,33,62,398,875,0.0708571428571429
1992,34,45,443,875,0.0514285714285714
1992,35,41,484,875,0.0468571428571429
1992,36,44,528,875,0.0502857142857143
1992,37,40,568,875,0.0457142857142857
1992,38,30,598,875,0.0342857142857143
1992,39,43,641,875,0.0491428571428571
1992,40,29,670,875,0.0331428571428571
1992,41,28,698,875,0.032
1992,42,22,720,875,0.0251428571428571
1992,43,20,740,875,0.0228571428571429
1992,44,29,769,875,0.0331428571428571
1992,45,23,792,875,0.0262857142857143
1992,46,19,811,875,0.0217142857142857
1992,47,12,823,875,0.0137142857142857
1992,48,15,838,875,0.0171428571428571
1992,49,10,848,875,0.0114285714285714
1992,50,9,857,875,0.0102857142857143
1992,51,4,861,875,0.00457142857142857
1992,52,5,866,875,0.00571428571428571
1992,53,3,869,875,0.00342857142857143
1992,54,2,871,875,0.00228571428571429
1992,57,1,872,875,0.00114285714285714
1992,58,2,874,875,0.00228571428571429
1992,59,1,875,875,0.00114285714285714
1993,19,1,1,2620,0.000381679389312977
1993,23,1,2,2620,0.000381679389312977
1993,24,3,5,2620,0.00114503816793893
1993,25,6,11,2620,0.00229007633587786
1993,26,12,23,2620,0.00458015267175573
1993,27,18,41,2620,0.00687022900763359
1993,28,21,62,2620,0.00801526717557252
1993,29,36,98,2620,0.0137404580152672
1993,30,57,155,2620,0.0217557251908397
1993,31,113,268,2620,0.0431297709923664
1993,32,179,447,2620,0.0683206106870229
1993,33,242,689,2620,0.0923664122137405
1993,34,228,917,2620,0.0870229007633588
1993,35,290,1207,2620,0.110687022900763
1993,36,293,1500,2620,0.111832061068702
1993,37,239,1739,2620,0.0912213740458015
1993,38,185,1924,2620,0.0706106870229008
1993,39,164,2088,2620,0.0625954198473282
1993,40,149,2237,2620,0.0568702290076336
1993,41,118,2355,2620,0.0450381679389313
1993,42,76,2431,2620,0.0290076335877863
1993,43,51,2482,2620,0.0194656488549618
1993,44,49,2531,2620,0.0187022900763359
1993,45,29,2560,2620,0.0110687022900763
1993,46,20,2580,2620,0.00763358778625954
1993,47,13,2593,2620,0.0049618320610687
1993,48,11,2604,2620,0.00419847328244275
1993,49,3,2607,2620,0.00114503816793893
1993,50,5,2612,2620,0.00190839694656489
1993,51,2,2614,2620,0.000763358778625954
1993,52,1,2615,2620,0.000381679389312977
1993,53,1,2616,2620,0.000381679389312977
1993,55,1,2617,2620,0.000381679389312977
1993,56,2,2619,2620,0.000763358778625954
1993,58,1,2620,2620,0.000381679389312977
1994,22,1,1,1748,0.0005720823798627
1994,23,3,4,1748,0.0017162471395881
1994,24,2,6,1748,0.0011441647597254
1994,25,2,8,1748,0.0011441647597254
1994,26,6,14,1748,0.0034324942791762
1994,27,8,22,1748,0.0045766590389016
1994,28,19,41,1748,0.0108695652173913
1994,29,39,80,1748,0.0223112128146453
1994,30,57,137,1748,0.0326086956521739
1994,31,93,230,1748,0.0532036613272311
1994,32,110,340,1748,0.062929061784897
1994,33,162,502,1748,0.0926773455377574
1994,34,166,668,1748,0.0949656750572082
1994,35,136,804,1748,0.0778032036613272
1994,36,147,951,1748,0.0840961098398169
1994,37,135,1086,1748,0.0772311212814645
1994,38,107,1193,1748,0.0612128146453089
1994,39,107,1300,1748,0.0612128146453089
1994,40,97,1397,1748,0.0554919908466819
1994,41,87,1484,1748,0.0497711670480549
1994,42,86,1570,1748,0.0491990846681922
1994,43,64,1634,1748,0.0366132723112128
1994,44,41,1675,1748,0.0234553775743707
1994,45,28,1703,1748,0.0160183066361556
1994,46,16,1719,1748,0.0091533180778032
1994,47,10,1729,1748,0.005720823798627
1994,48,8,1737,1748,0.0045766590389016
1994,49,5,1742,1748,0.0028604118993135
1994,50,2,1744,1748,0.0011441647597254
1994,51,1,1745,1748,0.0005720823798627
1994,52,1,1746,1748,0.0005720823798627
1994,53,1,1747,1748,0.0005720823798627
1994,58,1,1748,1748,0.0005720823798627
1995,8,1,1,1351,0.00074019245003701
1995,10,2,3,1351,0.00148038490007402
1995,11,3,6,1351,0.00222057735011103
1995,12,9,15,1351,0.00666173205033309
1995,13,6,21,1351,0.00444115470022206
1995,14,5,26,1351,0.00370096225018505
1995,15,9,35,1351,0.00666173205033309
1995,16,9,44,1351,0.00666173205033309
1995,17,7,51,1351,0.00518134715025907
1995,18,13,64,1351,0.00962250185048113
1995,19,25,89,1351,0.0185048112509252
1995,20,18,107,1351,0.0133234641006662
1995,21,12,119,1351,0.00888230940044412
1995,22,22,141,1351,0.0162842339008142
1995,23,21,162,1351,0.0155440414507772
1995,24,14,176,1351,0.0103626943005181
1995,25,28,204,1351,0.0207253886010363
1995,26,45,249,1351,0.0333086602516654
1995,27,46,295,1351,0.0340488527017024
1995,28,60,355,1351,0.0444115470022206
1995,29,60,415,1351,0.0444115470022206
1995,30,56,471,1351,0.0414507772020725
1995,31,52,523,1351,0.0384900074019245
1995,32,48,571,1351,0.0355292376017765
1995,33,73,644,1351,0.0540340488527017
1995,34,72,716,1351,0.0532938564026647
1995,35,61,777,1351,0.0451517394522576
1995,36,38,815,1351,0.0281273131014064
1995,37,25,840,1351,0.0185048112509252
1995,38,30,870,1351,0.0222057735011103
1995,39,31,901,1351,0.0229459659511473
1995,40,30,931,1351,0.0222057735011103
1995,41,43,974,1351,0.0318282753515914
1995,42,50,1024,1351,0.0370096225018505
1995,43,52,1076,1351,0.0384900074019245
1995,44,44,1120,1351,0.0325684678016284
1995,45,58,1178,1351,0.0429311621021466
1995,46,47,1225,1351,0.0347890451517395
1995,47,18,1243,1351,0.0133234641006662
1995,48,20,1263,1351,0.0148038490007402
1995,49,19,1282,1351,0.0140636565507032
1995,50,14,1296,1351,0.0103626943005181
1995,51,17,1313,1351,0.0125832716506292
1995,52,10,1323,1351,0.0074019245003701
1995,53,11,1334,1351,0.00814211695040711
1995,54,6,1340,1351,0.00444115470022206
1995,55,3,1343,1351,0.00222057735011103
1995,56,5,1348,1351,0.00370096225018505
1995,57,1,1349,1351,0.00074019245003701
1995,58,1,1350,1351,0.00074019245003701
1995,59,1,1351,1351,0.00074019245003701
1996,18,1,1,1518,0.000658761528326746
1996,19,1,2,1518,0.000658761528326746
1996,22,1,3,1518,0.000658761528326746
1996,25,1,4,1518,0.000658761528326746
1996,26,3,7,1518,0.00197628458498024
1996,27,4,11,1518,0.00263504611330698
1996,28,12,23,1518,0.00790513833992095
1996,29,20,43,1518,0.0131752305665349
1996,30,52,95,1518,0.0342555994729908
1996,31,80,175,1518,0.0527009222661397
1996,32,132,307,1518,0.0869565217391304
1996,33,169,476,1518,0.11133069828722
1996,34,183,659,1518,0.120553359683794
1996,35,192,851,1518,0.126482213438735
1996,36,177,1028,1518,0.116600790513834
1996,37,135,1163,1518,0.0889328063241107
1996,38,89,1252,1518,0.0586297760210804
1996,39,81,1333,1518,0.0533596837944664
1996,40,66,1399,1518,0.0434782608695652
1996,41,50,1449,1518,0.0329380764163373
1996,42,28,1477,1518,0.0184453227931489
1996,43,21,1498,1518,0.0138339920948617
1996,44,11,1509,1518,0.0072463768115942
1996,45,5,1514,1518,0.00329380764163373
1996,46,1,1515,1518,0.000658761528326746
1996,47,1,1516,1518,0.000658761528326746
1996,48,1,1517,1518,0.000658761528326746
1996,55,1,1518,1518,0.000658761528326746
1997,23,2,2,1328,0.00150602409638554
1997,24,1,3,1328,0.000753012048192771
1997,25,5,8,1328,0.00376506024096386
1997,26,3,11,1328,0.00225903614457831
1997,27,12,23,1328,0.00903614457831325
1997,28,19,42,1328,0.0143072289156626
1997,29,28,70,1328,0.0210843373493976
1997,30,38,108,1328,0.0286144578313253
1997,31,68,176,1328,0.0512048192771084
1997,32,90,266,1328,0.0677710843373494
1997,33,140,406,1328,0.105421686746988
1997,34,172,578,1328,0.129518072289157
1997,35,176,754,1328,0.132530120481928
1997,36,158,912,1328,0.118975903614458
1997,37,117,1029,1328,0.0881024096385542
1997,38,99,1128,1328,0.0745481927710843
1997,39,72,1200,1328,0.0542168674698795
1997,40,49,1249,1328,0.0368975903614458
1997,41,28,1277,1328,0.0210843373493976
1997,42,16,1293,1328,0.0120481927710843
1997,43,11,1304,1328,0.00828313253012048
1997,44,12,1316,1328,0.00903614457831325
1997,45,3,1319,1328,0.00225903614457831
1997,46,5,1324,1328,0.00376506024096386
1997,48,2,1326,1328,0.00150602409638554
1997,50,1,1327,1328,0.000753012048192771
1997,58,1,1328,1328,0.000753012048192771
1998,21,1,1,4701,0.000212720697723889
1998,22,1,2,4701,0.000212720697723889
1998,23,4,6,4701,0.000850882790895554
1998,24,3,9,4701,0.000638162093171666
1998,25,12,21,4701,0.00255264837268666
1998,26,28,49,4701,0.00595617953626888
1998,27,70,119,4701,0.0148904488406722
1998,28,98,217,4701,0.0208466283769411
1998,29,143,360,4701,0.0304190597745161
1998,30,198,558,4701,0.0421186981493299
1998,31,232,790,4701,0.0493512018719421
1998,32,327,1117,4701,0.0695596681557115
1998,33,436,1553,4701,0.0927462242076154
1998,34,435,1988,4701,0.0925335035098915
1998,35,466,2454,4701,0.0991278451393321
1998,36,421,2875,4701,0.0895554137417571
1998,37,428,3303,4701,0.0910444586258243
1998,38,308,3611,4701,0.0655179748989577
1998,39,249,3860,4701,0.0529674537332482
1998,40,200,4060,4701,0.0425441395447777
1998,41,199,4259,4701,0.0423314188470538
1998,42,147,4406,4701,0.0312699425654116
1998,43,100,4506,4701,0.0212720697723889
1998,44,63,4569,4701,0.013401403956605
1998,45,62,4631,4701,0.0131886832588811
1998,46,28,4659,4701,0.00595617953626888
