"ar","lengd","sum_fjoldi","cum","max(cum)","percent_per_year"
2010,59,7,14324,14324,0.000488690309969282
2011,17,1,1,11268,8.87468938587149e-05
2011,18,1,2,11268,8.87468938587149e-05
2011,19,1,3,11268,8.87468938587149e-05
2011,20,2,5,11268,0.00017749378771743
2011,21,1,6,11268,8.87468938587149e-05
2011,22,3,9,11268,0.000266240681576145
2011,23,1,10,11268,8.87468938587149e-05
2011,24,5,15,11268,0.000443734469293575
2011,25,13,28,11268,0.00115370962016329
2011,26,26,54,11268,0.00230741924032659
2011,27,51,105,11268,0.00452609158679446
2011,28,70,175,11268,0.00621228257011005
2011,29,115,290,11268,0.0102058927937522
2011,30,231,521,11268,0.0205005324813632
2011,31,370,891,11268,0.0328363507277245
2011,32,686,1577,11268,0.0608803691870785
2011,33,895,2472,11268,0.0794284700035499
2011,34,1097,3569,11268,0.0973553425630103
2011,35,1422,4991,11268,0.126198083067093
2011,36,1302,6293,11268,0.115548455804047
2011,37,1211,7504,11268,0.107472488462904
2011,38,889,8393,11268,0.0788959886403976
2011,39,745,9138,11268,0.0661164359247426
2011,40,602,9740,11268,0.0534256301029464
2011,41,367,10107,11268,0.0325701100461484
2011,42,273,10380,11268,0.0242279020234292
2011,43,187,10567,11268,0.0165956691515797
2011,44,195,10762,11268,0.0173056443024494
2011,45,136,10898,11268,0.0120695775647852
2011,46,96,10994,11268,0.00851970181043664
2011,47,73,11067,11268,0.00647852325168619
2011,48,44,11111,11268,0.00390486332978346
2011,49,43,11154,11268,0.00381611643592474
2011,50,27,11181,11268,0.0023961661341853
2011,51,20,11201,11268,0.0017749378771743
2011,52,26,11227,11268,0.00230741924032659
2011,53,13,11240,11268,0.00115370962016329
2011,54,6,11246,11268,0.00053248136315229
2011,55,1,11247,11268,8.87468938587149e-05
2011,56,7,11254,11268,0.000621228257011005
2011,57,7,11261,11268,0.000621228257011005
2011,58,3,11264,11268,0.000266240681576145
2011,59,4,11268,11268,0.00035498757543486
2012,10,1,1,17461,5.7270488517267e-05
2012,14,2,3,17461,0.000114540977034534
2012,18,2,5,17461,0.000114540977034534
2012,20,13,18,17461,0.000744516350724472
2012,21,9,27,17461,0.000515434396655403
2012,22,2,29,17461,0.000114540977034534
2012,23,3,32,17461,0.000171811465551801
2012,24,24,56,17461,0.00137449172441441
2012,25,4,60,17461,0.000229081954069068
2012,26,36,96,17461,0.00206173758662161
2012,27,26,122,17461,0.00148903270144894
2012,28,53,175,17461,0.00303533589141515
2012,29,128,303,17461,0.00733062253021018
2012,30,276,579,17461,0.0158066548307657
2012,31,390,969,17461,0.0223354905217342
2012,32,678,1647,17461,0.0388293912147071
2012,33,1131,2778,17461,0.064772922513029
2012,34,1766,4544,17461,0.101139682721494
2012,35,2305,6849,17461,0.132008476032301
2012,36,2325,9174,17461,0.133153885802646
2012,37,2241,11415,17461,0.128343164767195
2012,38,1714,13129,17461,0.0981616173185957
2012,39,1289,14418,17461,0.0738216596987572
2012,40,899,15317,17461,0.0514861691770231
2012,41,558,15875,17461,0.031956932592635
2012,42,414,16289,17461,0.0237099822461486
2012,43,289,16578,17461,0.0165511711814902
2012,44,185,16763,17461,0.0105950403756944
2012,45,160,16923,17461,0.00916327816276273
2012,46,114,17037,17461,0.00652883569096844
2012,47,100,17137,17461,0.0057270488517267
2012,48,74,17211,17461,0.00423801615027776
2012,49,52,17263,17461,0.00297806540289789
2012,50,58,17321,17461,0.00332168833400149
2012,51,31,17352,17461,0.00177538514403528
2012,52,29,17381,17461,0.00166084416700074
2012,53,22,17403,17461,0.00125995074737988
2012,54,13,17416,17461,0.000744516350724472
2012,55,14,17430,17461,0.000801786839241739
2012,56,10,17440,17461,0.000572704885172671
2012,57,6,17446,17461,0.000343622931103602
2012,58,11,17457,17461,0.000629975373689938
2012,59,4,17461,17461,0.000229081954069068
2013,7,1,1,12788,7.81983109164842e-05
2013,16,1,2,12788,7.81983109164842e-05
2013,19,1,3,12788,7.81983109164842e-05
2013,21,1,4,12788,7.81983109164842e-05
2013,22,3,7,12788,0.000234594932749453
2013,23,1,8,12788,7.81983109164842e-05
2013,24,4,12,12788,0.000312793243665937
2013,25,9,21,12788,0.000703784798248358
2013,26,15,36,12788,0.00117297466374726
2013,27,10,46,12788,0.000781983109164842
2013,28,42,88,12788,0.00328432905849234
2013,29,68,156,12788,0.00531748514232093
2013,30,136,292,12788,0.0106349702846419
2013,31,228,520,12788,0.0178292148889584
2013,32,438,958,12788,0.0342508601814201
2013,33,754,1712,12788,0.0589615264310291
2013,34,1242,2954,12788,0.0971223021582734
2013,35,1527,4481,12788,0.119408820769471
2013,36,1526,6007,12788,0.119330622458555
2013,37,1524,7531,12788,0.119174225836722
2013,38,1320,8851,12788,0.103221770409759
2013,39,1034,9885,12788,0.0808570534876447
2013,40,800,10685,12788,0.0625586487331874
2013,41,599,11284,12788,0.046840788238974
2013,42,440,11724,12788,0.0344072568032531
2013,43,305,12029,12788,0.0238504848295277
2013,44,218,12247,12788,0.0170472317797936
2013,45,158,12405,12788,0.0123553331248045
2013,46,117,12522,12788,0.00914920237722865
2013,47,64,12586,12788,0.00500469189865499
2013,48,54,12640,12788,0.00422270878949015
2013,49,27,12667,12788,0.00211135439474507
2013,50,30,12697,12788,0.00234594932749453
2013,51,18,12715,12788,0.00140756959649672
2013,52,20,12735,12788,0.00156396621832968
2013,53,12,12747,12788,0.00093837973099781
2013,54,14,12761,12788,0.00109477635283078
2013,55,6,12767,12788,0.000469189865498905
2013,56,5,12772,12788,0.000390991554582421
2013,57,6,12778,12788,0.000469189865498905
2013,58,4,12782,12788,0.000312793243665937
2013,59,6,12788,12788,0.000469189865498905
2014,20,1,1,18591,5.37894680221613e-05
2014,22,1,2,18591,5.37894680221613e-05
2014,23,1,3,18591,5.37894680221613e-05
2014,24,4,7,18591,0.000215157872088645
2014,25,15,22,18591,0.000806842020332419
2014,26,32,54,18591,0.00172126297670916
2014,27,54,108,18591,0.00290463127319671
2014,28,100,208,18591,0.00537894680221613
2014,29,179,387,18591,0.00962831477596687
2014,30,309,696,18591,0.0166209456188478
2014,31,422,1118,18591,0.0226991555053521
2014,32,715,1833,18591,0.0384594696358453
2014,33,1155,2988,18591,0.0621268355655963
2014,34,2082,5070,18591,0.11198967242214
2014,35,2717,7787,18591,0.146145984616212
2014,36,2434,10221,18591,0.130923565165941
2014,37,2403,12624,18591,0.129256091657254
2014,38,1747,14371,18591,0.0939702006347157
2014,39,1280,15651,18591,0.0688505190683664
2014,40,960,16611,18591,0.0516378893012748
2014,41,668,17279,18591,0.0359313646388037
2014,42,436,17715,18591,0.0234522080576623
2014,43,270,17985,18591,0.0145231563659835
2014,44,163,18148,18591,0.00876768328761228
2014,45,121,18269,18591,0.00650852563068151
2014,46,77,18346,18591,0.00414178903770642
2014,47,49,18395,18591,0.0026356839330859
2014,48,54,18449,18591,0.00290463127319671
2014,49,29,18478,18591,0.00155989457264268
2014,50,30,18508,18591,0.00161368404066484
2014,51,24,18532,18591,0.00129094723253187
2014,52,19,18551,18591,0.00102199989242106
2014,53,11,18562,18591,0.000591684148243774
2014,54,7,18569,18591,0.000376526276155129
2014,55,9,18578,18591,0.000484105212199451
2014,56,5,18583,18591,0.000268947340110806
2014,57,2,18585,18591,0.000107578936044323
2014,58,4,18589,18591,0.000215157872088645
2014,59,2,18591,18591,0.000107578936044323
2015,15,2,2,14669,0.000136341945599564
2015,16,1,3,14669,6.81709727997819e-05
2015,19,2,5,14669,0.000136341945599564
2015,20,2,7,14669,0.000136341945599564
2015,21,5,12,14669,0.000340854863998909
2015,23,3,15,14669,0.000204512918399346
2015,24,1,16,14669,6.81709727997819e-05
2015,25,9,25,14669,0.000613538755198037
2015,26,13,38,14669,0.000886222646397164
2015,27,30,68,14669,0.00204512918399346
2015,28,46,114,14669,0.00313586474878997
2015,29,108,222,14669,0.00736246506237644
2015,30,237,459,14669,0.0161565205535483
2015,31,341,800,14669,0.0232463017247256
2015,32,590,1390,14669,0.0402208739518713
2015,33,863,2253,14669,0.0588315495262117
2015,34,1081,3334,14669,0.0736928215965642
2015,35,1544,4878,14669,0.105255982002863
2015,36,1878,6756,14669,0.12802508691799
2015,37,1862,8618,14669,0.126934351353194
2015,38,1568,10186,14669,0.106892085350058
2015,39,1437,11623,14669,0.0979616879132865
2015,40,1010,12633,14669,0.0688526825277797
2015,41,643,13276,14669,0.0438339355102597
2015,42,430,13706,14669,0.0293135183039062
2015,43,288,13994,14669,0.0196332401663372
2015,44,191,14185,14669,0.0130206558047583
2015,45,121,14306,14669,0.0082486877087736
2015,46,85,14391,14669,0.00579453268798146
2015,47,71,14462,14669,0.00484013906878451
2015,48,44,14506,14669,0.0029995228031904
2015,49,56,14562,14669,0.00381757447678778
2015,50,33,14595,14669,0.0022496421023928
2015,51,15,14610,14669,0.00102256459199673
2015,52,22,14632,14669,0.0014997614015952
2015,53,10,14642,14669,0.000681709727997819
2015,54,6,14648,14669,0.000409025836798691
2015,55,5,14653,14669,0.000340854863998909
2015,56,6,14659,14669,0.000409025836798691
2015,57,2,14661,14669,0.000136341945599564
2015,58,8,14669,14669,0.000545367782398255
2016,15,1,1,19342,5.17009616378865e-05
2016,16,1,2,19342,5.17009616378865e-05
2016,18,3,5,19342,0.000155102884913659
2016,20,3,8,19342,0.000155102884913659
2016,21,2,10,19342,0.000103401923275773
2016,22,1,11,19342,5.17009616378865e-05
2016,23,2,13,19342,0.000103401923275773
2016,24,3,16,19342,0.000155102884913659
2016,25,9,25,19342,0.000465308654740978
2016,26,10,35,19342,0.000517009616378865
2016,27,10,45,19342,0.000517009616378865
2016,28,21,66,19342,0.00108572019439562
2016,29,72,138,19342,0.00372246923792783
2016,30,193,331,19342,0.00997828559611209
2016,31,321,652,19342,0.0165960086857616
2016,32,578,1230,19342,0.0298831558266984
2016,33,938,2168,19342,0.0484955020163375
2016,34,1403,3571,19342,0.0725364491779547
2016,35,1791,5362,19342,0.0925964222934547
2016,36,2160,7522,19342,0.111674077137835
2016,37,2479,10001,19342,0.128166683900321
2016,38,2285,12286,19342,0.118136697342571
2016,39,2105,14391,19342,0.108830524247751
2016,40,1616,16007,19342,0.0835487540068245
2016,41,1164,17171,19342,0.0601799193464998
2016,42,830,18001,19342,0.0429117981594458
2016,43,497,18498,19342,0.0256953779340296
2016,44,298,18796,19342,0.0154068865680902
2016,45,180,18976,19342,0.00930617309481956
2016,46,129,19105,19342,0.00666942405128735
2016,47,70,19175,19342,0.00361906731465205
2016,48,38,19213,19342,0.00196463654223969
2016,49,30,19243,19342,0.00155102884913659
2016,50,36,19279,19342,0.00186123461896391
2016,51,10,19289,19342,0.000517009616378865
2016,52,10,19299,19342,0.000517009616378865
2016,53,11,19310,19342,0.000568710578016751
2016,54,4,19314,19342,0.000206803846551546
2016,55,6,19320,19342,0.000310205769827319
2016,56,5,19325,19342,0.000258504808189432
2016,57,6,19331,19342,0.000310205769827319
2016,58,3,19334,19342,0.000155102884913659
2016,59,8,19342,19342,0.000413607693103092
2017,7,1,1,11636,8.5940185630801e-05
2017,17,1,2,11636,8.5940185630801e-05
2017,18,1,3,11636,8.5940185630801e-05
2017,19,2,5,11636,0.000171880371261602
2017,20,1,6,11636,8.5940185630801e-05
2017,21,1,7,11636,8.5940185630801e-05
2017,23,5,12,11636,0.000429700928154005
2017,24,7,19,11636,0.000601581299415607
2017,25,2,21,11636,0.000171880371261602
2017,26,4,25,11636,0.000343760742523204
2017,27,8,33,11636,0.000687521485046408
2017,28,15,48,11636,0.00128910278446201
2017,29,29,77,11636,0.00249226538329323
2017,30,65,142,11636,0.00558611206600206
2017,31,112,254,11636,0.00962530079064971
2017,32,232,486,11636,0.0199381230663458
2017,33,423,909,11636,0.0363526985218288
2017,34,771,1680,11636,0.0662598831213475
2017,35,1099,2779,11636,0.0944482640082503
2017,36,1438,4217,11636,0.123581986937092
2017,37,1549,5766,11636,0.133121347542111
2017,38,1548,7314,11636,0.13303540735648
2017,39,1335,8649,11636,0.114730147817119
2017,40,962,9611,11636,0.0826744585768305
2017,41,698,10309,11636,0.0599862495702991
2017,42,427,10736,11636,0.036696459264352
2017,43,294,11030,11636,0.0252664145754555
2017,44,160,11190,11636,0.0137504297009282
2017,45,127,11317,11636,0.0109144035751117
2017,46,94,11411,11636,0.00807837744929529
2017,47,65,11476,11636,0.00558611206600206
2017,48,38,11514,11636,0.00326572705397044
2017,49,31,11545,11636,0.00266414575455483
2017,50,17,11562,11636,0.00146098315572362
2017,51,9,11571,11636,0.000773461670677209
2017,52,16,11587,11636,0.00137504297009282
2017,53,9,11596,11636,0.000773461670677209
2017,54,9,11605,11636,0.000773461670677209
2017,55,6,11611,11636,0.000515641113784806
2017,56,7,11618,11636,0.000601581299415607
2017,57,9,11627,11636,0.000773461670677209
2017,58,4,11631,11636,0.000343760742523204
2017,59,5,11636,11636,0.000429700928154005
2018,8,1,1,9006.99322033898,0.000111024842090684
2018,17,1,2,9006.99322033898,0.000111024842090684
2018,24,1,3,9006.99322033898,0.000111024842090684
2018,25,4,7,9006.99322033898,0.000444099368362737
2018,26,7,14,9006.99322033898,0.00077717389463479
2018,27,10,24,9006.99322033898,0.00111024842090684
2018,28,10,34,9006.99322033898,0.00111024842090684
2018,29,14,48,9006.99322033898,0.00155434778926958
2018,30,31,79,9006.99322033898,0.00344177010481121
2018,31,60,139,9006.99322033898,0.00666149052544106
2018,32,93.0033898305085,232.003389830508,9006.99322033898,0.0103256866698306
2018,33,165.003389830508,397.006779661017,9006.99322033898,0.0183194753003598
2018,34,343.006779661017,740.013559322034,9006.99322033898,0.0380822735478986
2018,35,733.013559322034,1473.02711864407,9006.99322033898,0.0813827146740593
2018,36,1071.00677966102,2544.03389830508,9006.99322033898,0.118908358589917
2018,37,1229.03050847458,3773.06440677966,9006.99322033898,0.136452918128023
2018,38,1254.03389830508,5027.09830508475,9006.99322033898,0.139228915535687
2018,39,1008.08474576271,6035.18305084746,9006.99322033898,0.111922449712333
2018,40,880.135593220339,6915.3186440678,9006.99322033898,0.0977169152556789
2018,41,650.118644067797,7565.43728813559,9006.99322033898,0.0721793197978369
2018,42,482.071186440678,8047.50847457627,9006.99322033898,0.0535218773510451
2018,43,325.125423728814,8372.63389830508,9006.99322033898,0.0360969988291584
2018,44,189.084745762712,8561.7186440678,9006.99322033898,0.0209931040400623
2018,45,132.071186440678,8693.78983050847,9006.99322033898,0.0146631826193056
2018,46,74.0372881355932,8767.82711864407,9006.99322033898,0.00821997822407673
2018,47,74.0610169491525,8841.88813559322,9006.99322033898,0.00822261271185515
2018,48,43.0237288135593,8884.91186440678,9006.99322033898,0.00477670269767785
2018,49,20.0135593220339,8904.92542372881,9006.99322033898,0.00222200226340136
2018,50,24.0203389830508,8928.94576271186,9006.99322033898,0.00266685434255793
2018,51,17.0101694915254,8945.95593220339,9006.99322033898,0.00188855138173239
2018,52,16.0101694915254,8961.96610169492,9006.99322033898,0.0017775265396417
2018,53,11.0101694915254,8972.97627118644,9006.99322033898,0.00122240232918828
2018,54,11.0067796610169,8983.98305084746,9006.99322033898,0.00122202597379136
2018,55,7.00338983050847,8990.98644067797,9006.99322033898,0.000777550250031707
2018,56,4.00338983050847,8994.98983050848,9006.99322033898,0.000444475723759654
2018,57,7.00338983050847,9001.99322033898,9006.99322033898,0.000777550250031707
2018,58,3,9004.99322033898,9006.99322033898,0.000333074526272053
2018,59,2,9006.99322033898,9006.99322033898,0.000222049684181369
2019,17,1,1,12378,8.07884957182097e-05
2019,18,2,3,12378,0.000161576991436419
2019,20,2,5,12378,0.000161576991436419
2019,21,1,6,12378,8.07884957182097e-05
2019,22,3,9,12378,0.000242365487154629
2019,23,1,10,12378,8.07884957182097e-05
2019,24,2,12,12378,0.000161576991436419
2019,26,2,14,12378,0.000161576991436419
2019,27,4,18,12378,0.000323153982872839
2019,28,6,24,12378,0.000484730974309258
2019,29,18,42,12378,0.00145419292292777
2019,30,23,65,12378,0.00185813540151882
2019,31,67,132,12378,0.00541282921312005
2019,32,83,215,12378,0.00670544514461141
2019,33,177,392,12378,0.0142995637421231
2019,34,264,656,12378,0.0213281628696074
2019,35,607,1263,12378,0.0490386169009533
2019,36,1119,2382,12378,0.0904023267086767
2019,37,1573,3955,12378,0.127080303764744
2019,38,1763,5718,12378,0.142430117951204
2019,39,1701,7419,12378,0.137421231216675
2019,40,1289,8708,12378,0.104136370980772
2019,41,914,9622,12378,0.0738406850864437
2019,42,742,10364,12378,0.0599450638229116
2019,43,571,10935,12378,0.0461302310550978
2019,44,458,11393,12378,0.0370011310389401
2019,45,332,11725,12378,0.0268217805784456
2019,46,187,11912,12378,0.0151074486993052
2019,47,120,12032,12378,0.00969461948618517
2019,48,89,12121,12378,0.00719017611892067
2019,49,85,12206,12378,0.00686702213604783
2019,50,37,12243,12378,0.00298917434157376
2019,51,51,12294,12378,0.0041202132816287
2019,52,23,12317,12378,0.00185813540151882
2019,53,15,12332,12378,0.00121182743577315
2019,54,11,12343,12378,0.000888673452900307
2019,55,4,12347,12378,0.000323153982872839
2019,56,10,12357,12378,0.000807884957182097
2019,57,4,12361,12378,0.000323153982872839
2019,58,10,12371,12378,0.000807884957182097
2019,59,7,12378,12378,0.000565519470027468
2020,23,1,1,4135,0.000241837968561064
2020,27,1,2,4135,0.000241837968561064
2020,28,3,5,4135,0.000725513905683192
2020,30,4,9,4135,0.000967351874244256
2020,31,15,24,4135,0.00362756952841596
2020,32,22,46,4135,0.00532043530834341
2020,33,49,95,4135,0.0118500604594921
2020,34,84,179,4135,0.0203143893591294
2020,35,130,309,4135,0.0314389359129383
2020,36,214,523,4135,0.0517533252720677
2020,37,337,860,4135,0.0814993954050786
2020,38,485,1345,4135,0.117291414752116
2020,39,548,1893,4135,0.132527206771463
2020,40,494,2387,4135,0.119467956469166
2020,41,395,2782,4135,0.0955259975816203
2020,42,335,3117,4135,0.0810157194679565
2020,43,262,3379,4135,0.0633615477629988
2020,44,199,3578,4135,0.0481257557436518
2020,45,168,3746,4135,0.0406287787182588
2020,46,106,3852,4135,0.0256348246674728
2020,47,79,3931,4135,0.0191051995163241
2020,48,47,3978,4135,0.01136638452237
2020,49,49,4027,4135,0.0118500604594921
2020,50,35,4062,4135,0.00846432889963724
2020,51,14,4076,4135,0.0033857315598549
2020,52,15,4091,4135,0.00362756952841596
2020,53,11,4102,4135,0.0026602176541717
2020,54,11,4113,4135,0.0026602176541717
2020,55,2,4115,4135,0.000483675937122128
2020,56,5,4120,4135,0.00120918984280532
2020,57,9,4129,4135,0.00217654171704958
2020,58,2,4131,4135,0.000483675937122128
2020,59,4,4135,4135,0.000967351874244256
2021,25,2,2,3789,0.000527843758247559
2021,27,2,4,3789,0.000527843758247559
2021,28,5,9,3789,0.0013196093956189
2021,29,3,12,3789,0.000791765637371338
2021,30,5,17,3789,0.0013196093956189
2021,31,17,34,3789,0.00448667194510425
2021,32,25,59,3789,0.00659804697809448
2021,33,70,129,3789,0.0184745315386646
2021,34,97,226,3789,0.0256004222750066
2021,35,168,394,3789,0.0443388756927949
2021,36,280,674,3789,0.0738981261546582
2021,37,321,995,3789,0.0847189231987332
2021,38,407,1402,3789,0.107416204803378
2021,39,486,1888,3789,0.128266033254157
2021,40,449,2337,3789,0.118500923726577
2021,41,364,2701,3789,0.0960675640010557
2021,42,292,2993,3789,0.0770651887041436
2021,43,220,3213,3789,0.0580628134072315
2021,44,175,3388,3789,0.0461863288466614
2021,45,108,3496,3789,0.0285035629453682
2021,46,93,3589,3789,0.0245447347585115
2021,47,55,3644,3789,0.0145157033518079
2021,48,39,3683,3789,0.0102929532858274
2021,49,28,3711,3789,0.00738981261546582
2021,50,25,3736,3789,0.00659804697809448
2021,51,8,3744,3789,0.00211137503299024
2021,52,17,3761,3789,0.00448667194510425
2021,53,5,3766,3789,0.0013196093956189
2021,54,9,3775,3789,0.00237529691211401
2021,55,4,3779,3789,0.00105568751649512
2021,57,7,3786,3789,0.00184745315386646
2021,58,1,3787,3789,0.000263921879123779
2021,59,2,3789,3789,0.000527843758247559
